scheme,model,feature,family,gain
cold_drug,lgbm_study,chem_tpsa_sum,Chemistry: descriptors & similarity,0.012119509752206234
cold_drug,lgbm_full,n_drugcell_max_log,Screen history: in-fold counts,0.01210865479472562
cold_cell,lgbm_full,chem_tpsa_absdiff,Chemistry: descriptors & similarity,0.012093274150827107
cold_cell,lgbm_full,chem_logp_sum,Chemistry: descriptors & similarity,0.0120847420173261
cold_pair,lgbm_full,chem_logp_sum,Chemistry: descriptors & similarity,0.012065031837854762
cold_cell,lgbm_chem_bio,rna_pc13,Biology: RNA expression PCs,0.012037536701023711
cold_pair,lgbm_full,chem_tpsa_sum,Chemistry: descriptors & similarity,0.01198467268141914
random,lgbm_full,chem_qed_absdiff,Chemistry: descriptors & similarity,0.011976339697345397
random,lgbm_chem_bio,chem_mol_wt_absdiff,Chemistry: descriptors & similarity,0.011974930781785515
cold_pair,lgbm_study,chem_tpsa_sum,Chemistry: descriptors & similarity,0.011956365437163288
cold_cell,lgbm_study,chem_tpsa_absdiff,Chemistry: descriptors & similarity,0.011923860044341187
random,lgbm_full,chem_logp_absdiff,Chemistry: descriptors & similarity,0.011881078795227767
cold_cell,lgbm_full,chem_tanimoto,Chemistry: descriptors & similarity,0.011864471579965017
random,lgbm_study,n_drugcell_max_log,Screen history: in-fold counts,0.011852504665766693
cold_cell,lgbm_full,chem_frac_csp3_sum,Chemistry: descriptors & similarity,0.011834590145093485
cold_pair,lgbm_study,n_drugcell_max_log,Screen history: in-fold counts,0.011825416378479385
cold_pair,lgbm_study,chem_tpsa_absdiff,Chemistry: descriptors & similarity,0.011788537480545527
cold_pair,lgbm_full,chem_tanimoto,Chemistry: descriptors & similarity,0.011777333268163171
cold_pair,lgbm_study,chem_frac_csp3_absdiff,Chemistry: descriptors & similarity,0.011770824228960508
cold_pair,lgbm_full,chem_frac_csp3_absdiff,Chemistry: descriptors & similarity,0.011762046384960456
cold_cell,lgbm_full,chem_frac_csp3_absdiff,Chemistry: descriptors & similarity,0.011755128387078234
random,lgbm_mono,n_drugcell_max_log,Screen history: in-fold counts,0.011746351457243615
random,lgbm_full,chem_tpsa_sum,Chemistry: descriptors & similarity,0.011714759825170494
cold_drug,lgbm_chem_bio,rna_pc15,Biology: RNA expression PCs,0.011697502863116464
cold_drug,lgbm_mono,chem_frac_csp3_sum,Chemistry: descriptors & similarity,0.011697356992593355
random,lgbm_study,chem_tpsa_absdiff,Chemistry: descriptors & similarity,0.01169467027695801
cold_drug,lgbm_study,chem_qed_sum,Chemistry: descriptors & similarity,0.011687889811848292
cold_drug,lgbm_mono,n_drugcell_max_log,Screen history: in-fold counts,0.011677694063539704
cold_pair,lgbm_chem_bio,rna_pc13,Biology: RNA expression PCs,0.01164101029746433
cold_drug,lgbm_mono,chem_logp_absdiff,Chemistry: descriptors & similarity,0.011634433877487936
cold_drug,lgbm_full,chem_mol_wt_absdiff,Chemistry: descriptors & similarity,0.011625561526085286
cold_drug,lgbm_study,n_drugcell_max_log,Screen history: in-fold counts,0.011624548464638423
random,lgbm_study,chem_tpsa_sum,Chemistry: descriptors & similarity,0.011564047883563924
random,lgbm_study,chem_frac_csp3_absdiff,Chemistry: descriptors & similarity,0.011560889906367916
cold_cell,lgbm_full,chem_logp_absdiff,Chemistry: descriptors & similarity,0.011553726953231397
cold_drug,lgbm_study,chem_mol_wt_sum,Chemistry: descriptors & similarity,0.011513422308591722
cold_pair,lgbm_mono,n_cell_log,Screen history: in-fold counts,0.011491297644165158
cold_cell,lgbm_study,chem_tpsa_sum,Chemistry: descriptors & similarity,0.011487878033927264
cold_drug,lgbm_mono,chem_tanimoto,Chemistry: descriptors & similarity,0.011477131079726343
random,lgbm_full,chem_qed_sum,Chemistry: descriptors & similarity,0.011468569537240242
random,lgbm_study,chem_qed_absdiff,Chemistry: descriptors & similarity,0.011443779733548806
cold_pair,lgbm_chem_bio,chem_mol_wt_absdiff,Chemistry: descriptors & similarity,0.011419244678322513
random,lgbm_chem_bio,rna_pc15,Biology: RNA expression PCs,0.011417203664975256
cold_pair,lgbm_study,chem_logp_absdiff,Chemistry: descriptors & similarity,0.01138005303171367
cold_cell,lgbm_mono,n_drugcell_max_log,Screen history: in-fold counts,0.011379471408781023
random,lgbm_full,chem_tanimoto,Chemistry: descriptors & similarity,0.01135873368033212
cold_drug,lgbm_study,chem_mol_wt_absdiff,Chemistry: descriptors & similarity,0.011358205745818256
cold_drug,lgbm_mono,chem_tpsa_absdiff,Chemistry: descriptors & similarity,0.011352003370954758
cold_cell,lgbm_full,chem_qed_sum,Chemistry: descriptors & similarity,0.011335027244229428
cold_cell,lgbm_mono,n_cell_log,Screen history: in-fold counts,0.011329550026778773
cold_cell,lgbm_full,chem_qed_absdiff,Chemistry: descriptors & similarity,0.011328918558902445
cold_drug,lgbm_mono,chem_qed_absdiff,Chemistry: descriptors & similarity,0.011315486103152918
cold_drug,lgbm_all_no_history,tgt_mut_max,Targets in the cell line,0.011284287032266187
cold_pair,lgbm_full,chem_qed_sum,Chemistry: descriptors & similarity,0.011276360855341769
cold_cell,lgbm_study,chem_frac_csp3_absdiff,Chemistry: descriptors & similarity,0.011271600721570395
cold_cell,lgbm_study,chem_qed_absdiff,Chemistry: descriptors & similarity,0.011238946612448905
random,lgbm_study,chem_logp_absdiff,Chemistry: descriptors & similarity,0.011232178064294109
cold_cell,lgbm_mono,chem_logp_absdiff,Chemistry: descriptors & similarity,0.01121051767405992
cold_cell,lgbm_chem_bio,rna_pc1,Biology: RNA expression PCs,0.011209721917550722
cold_cell,lgbm_chem_bio,chem_mol_wt_absdiff,Chemistry: descriptors & similarity,0.011173494105268642
cold_drug,lgbm_study,n_cell_log,Screen history: in-fold counts,0.011152824039374995
random,lgbm_mono,chem_logp_absdiff,Chemistry: descriptors & similarity,0.01111526810653451
cold_cell,lgbm_full,n_drugcell_max_log,Screen history: in-fold counts,0.011114755933581105
cold_pair,lgbm_mono,chem_logp_absdiff,Chemistry: descriptors & similarity,0.011007992875981226
cold_cell,lgbm_mono,chem_tanimoto,Chemistry: descriptors & similarity,0.010985253613309562
cold_drug,lgbm_mono,n_drug_min_log,Screen history: in-fold counts,0.010971577066782402
cold_drug,lgbm_chem_bio,rna_pc29,Biology: RNA expression PCs,0.010963055206143124
random,lgbm_mono,chem_logp_sum,Chemistry: descriptors & similarity,0.010921650451445596
random,lgbm_study,chem_mol_wt_absdiff,Chemistry: descriptors & similarity,0.010899063282471316
cold_cell,lgbm_study,chem_logp_absdiff,Chemistry: descriptors & similarity,0.010837460638469654
cold_pair,lgbm_study,chem_qed_sum,Chemistry: descriptors & similarity,0.010812011295738076
cold_pair,lgbm_mono,chem_logp_sum,Chemistry: descriptors & similarity,0.01079838812514868
cold_pair,lgbm_study,chem_mol_wt_absdiff,Chemistry: descriptors & similarity,0.010712236328979418
random,lgbm_full,chem_mol_wt_absdiff,Chemistry: descriptors & similarity,0.010708593808324882
cold_cell,lgbm_study,n_drugcell_max_log,Screen history: in-fold counts,0.010688936621895996
cold_cell,lgbm_study,chem_mol_wt_sum,Chemistry: descriptors & similarity,0.010682098069451765
random,lgbm_mono,chem_tanimoto,Chemistry: descriptors & similarity,0.010681546914232518
cold_cell,lgbm_mono,chem_frac_csp3_sum,Chemistry: descriptors & similarity,0.010672540369024082
cold_pair,lgbm_full,chem_mol_wt_absdiff,Chemistry: descriptors & similarity,0.01066423020181837
random,lgbm_mono,chem_frac_csp3_sum,Chemistry: descriptors & similarity,0.010643010333480385
cold_drug,lgbm_mono,chem_logp_sum,Chemistry: descriptors & similarity,0.010629252205257697
cold_cell,lgbm_mono,chem_frac_csp3_absdiff,Chemistry: descriptors & similarity,0.010625971122180798
cold_cell,lgbm_full,n_drug_max_log,Screen history: in-fold counts,0.01057263639919529
random,lgbm_mono,n_drug_min_log,Screen history: in-fold counts,0.010567858515778532
cold_cell,lgbm_study,chem_qed_sum,Chemistry: descriptors & similarity,0.010514392391256995
cold_cell,lgbm_study,chem_mol_wt_absdiff,Chemistry: descriptors & similarity,0.010489026551592806
random,lgbm_study,chem_qed_sum,Chemistry: descriptors & similarity,0.010476557442992826
cold_drug,lgbm_mono,chem_frac_csp3_absdiff,Chemistry: descriptors & similarity,0.01046153012886381
cold_drug,lgbm_mono,chem_mol_wt_sum,Chemistry: descriptors & similarity,0.010450716220521926
random,lgbm_full,chem_mol_wt_sum,Chemistry: descriptors & similarity,0.010445369209588834
cold_pair,lgbm_mono,chem_frac_csp3_sum,Chemistry: descriptors & similarity,0.010439200350850872
cold_pair,lgbm_mono,n_drug_min_log,Screen history: in-fold counts,0.010437870106829075
cold_pair,lgbm_mono,chem_tpsa_absdiff,Chemistry: descriptors & similarity,0.010431845326451819
cold_drug,lgbm_all_no_history,chem_qed_sum,Chemistry: descriptors & similarity,0.010417765687054234
cold_drug,lgbm_full,chem_mol_wt_sum,Chemistry: descriptors & similarity,0.010412761675012379
cold_cell,lgbm_mono,n_drug_min_log,Screen history: in-fold counts,0.010408217838818202
cold_pair,lgbm_mono,chem_tanimoto,Chemistry: descriptors & similarity,0.01039790852245913
random,lgbm_all,mono_hsa_expected,Monotherapy response,0.010356475561700407
random,lgbm_mono,chem_frac_csp3_absdiff,Chemistry: descriptors & similarity,0.010328916079209978
cold_cell,lgbm_full,chem_mol_wt_sum,Chemistry: descriptors & similarity,0.010233278628835921
random,lgbm_mono,chem_tpsa_sum,Chemistry: descriptors & similarity,0.010202516917082814
cold_cell,lgbm_mono,chem_logp_sum,Chemistry: descriptors & similarity,0.01018931127643651
cold_pair,lgbm_mono,chem_qed_absdiff,Chemistry: descriptors & similarity,0.010186461447268397
cold_pair,lgbm_all_no_history,chem_qed_sum,Chemistry: descriptors & similarity,0.01015865555013458
cold_cell,lgbm_full,chem_mol_wt_absdiff,Chemistry: descriptors & similarity,0.010156668181877491
cold_cell,lgbm_mono,chem_tpsa_absdiff,Chemistry: descriptors & similarity,0.010155148881736518
cold_cell,lgbm_mono,chem_qed_absdiff,Chemistry: descriptors & similarity,0.010116194263235085
random,lgbm_mono,chem_tpsa_absdiff,Chemistry: descriptors & similarity,0.010105299866347358
cold_pair,lgbm_mono,chem_qed_sum,Chemistry: descriptors & similarity,0.01008977864475036
random,lgbm_full,n_drug_max_log,Screen history: in-fold counts,0.01002702158262103
cold_drug,lgbm_mono,chem_qed_sum,Chemistry: descriptors & similarity,0.009994468252483846
cold_pair,lgbm_mono,chem_tpsa_sum,Chemistry: descriptors & similarity,0.009976109193219363
cold_pair,lgbm_all,mono_hsa_expected,Monotherapy response,0.009943219892852122
cold_drug,lgbm_mono,chem_tpsa_sum,Chemistry: descriptors & similarity,0.009922173459409891
cold_drug,lgbm_full,n_drug_max_log,Screen history: in-fold counts,0.009898152089694655
cold_pair,lgbm_full,chem_mol_wt_sum,Chemistry: descriptors & similarity,0.009861842350840743
cold_cell,lgbm_chem_bio,rna_pc15,Biology: RNA expression PCs,0.009857455106882148
random,lgbm_mono,chem_qed_sum,Chemistry: descriptors & similarity,0.009808322808838756
cold_drug,lgbm_study,n_drug_min_log,Screen history: in-fold counts,0.00979547041534768
cold_pair,lgbm_mono,chem_frac_csp3_absdiff,Chemistry: descriptors & similarity,0.009768909978077583
random,lgbm_all_no_history,chem_qed_sum,Chemistry: descriptors & similarity,0.009756151055063859
cold_pair,lgbm_study,chem_mol_wt_sum,Chemistry: descriptors & similarity,0.009740150267777177
cold_cell,lgbm_mono,chem_tpsa_sum,Chemistry: descriptors & similarity,0.009739369837232508
random,lgbm_mono,chem_qed_absdiff,Chemistry: descriptors & similarity,0.00973459260452829
random,lgbm_study,chem_mol_wt_sum,Chemistry: descriptors & similarity,0.009729013866629983
cold_drug,lgbm_chem_bio,rna_pc1,Biology: RNA expression PCs,0.009712282797598405
cold_cell,lgbm_mono,chem_qed_sum,Chemistry: descriptors & similarity,0.009590823234323989
random,lgbm_study,n_drug_max_log,Screen history: in-fold counts,0.009560344764305236
cold_drug,lgbm_full,n_drug_min_log,Screen history: in-fold counts,0.00944408179787619
cold_pair,lgbm_study,n_drug_min_log,Screen history: in-fold counts,0.009373437458775575
cold_pair,lgbm_full,n_drug_max_log,Screen history: in-fold counts,0.009350300221837108
cold_drug,lgbm_study,n_drug_max_log,Screen history: in-fold counts,0.009325261245750423
random,lgbm_chem_bio,rna_pc1,Biology: RNA expression PCs,0.009236447500250775
cold_cell,lgbm_full,n_drug_min_log,Screen history: in-fold counts,0.009186466719158057
cold_cell,lgbm_all,mono_hsa_expected,Monotherapy response,0.009111457985113895
cold_drug,lgbm_all_no_history,chem_frac_csp3_sum,Chemistry: descriptors & similarity,0.00909617869719317
cold_pair,lgbm_full,n_drug_min_log,Screen history: in-fold counts,0.009079423799878696
cold_cell,lgbm_all_no_history,chem_qed_sum,Chemistry: descriptors & similarity,0.00896847213890318
cold_drug,lgbm_all,n_drug_min_log,Screen history: in-fold counts,0.008933629741994825
cold_drug,lgbm_all,mono_hsa_expected,Monotherapy response,0.008910745249676921
cold_cell,lgbm_study,n_drug_max_log,Screen history: in-fold counts,0.008829525386686542
random,lgbm_all,n_drug_min_log,Screen history: in-fold counts,0.008793202217309714
random,lgbm_full,n_drug_min_log,Screen history: in-fold counts,0.008702421669918992
cold_pair,lgbm_chem_bio,rna_pc1,Biology: RNA expression PCs,0.00864202193871943
random,lgbm_study,n_drug_min_log,Screen history: in-fold counts,0.008606629563589131
cold_pair,lgbm_all,n_drug_min_log,Screen history: in-fold counts,0.008600882693194369
random,lgbm_all_no_history,tgt_mut_min,Targets in the cell line,0.008587886359924204
cold_drug,lgbm_all_no_history,chem_frac_csp3_absdiff,Chemistry: descriptors & similarity,0.00855317566917596
cold_pair,lgbm_study,n_drug_max_log,Screen history: in-fold counts,0.008530276387010136
cold_drug,lgbm_all,chem_logp_sum,Chemistry: descriptors & similarity,0.00847151314265434
cold_pair,lgbm_all_no_history,tgt_mut_min,Targets in the cell line,0.008460542482705022
cold_cell,lgbm_all_no_history,chem_frac_csp3_sum,Chemistry: descriptors & similarity,0.00841504682468961
cold_drug,lgbm_all_no_history,chem_tanimoto,Chemistry: descriptors & similarity,0.008395914214255807
cold_cell,lgbm_study,n_drug_min_log,Screen history: in-fold counts,0.008328177434922812
random,lgbm_chem_bio,fps_33,Chemistry: fingerprint bits,0.008313109012927422
cold_drug,lgbm_all_no_history,chem_tpsa_sum,Chemistry: descriptors & similarity,0.00830587585880651
cold_pair,lgbm_all,n_drugcell_max_log,Screen history: in-fold counts,0.008294914657320589
random,lgbm_all_no_history,chem_tpsa_sum,Chemistry: descriptors & similarity,0.008290891821659428
cold_pair,lgbm_study,n_cell_log,Screen history: in-fold counts,0.008286642143404185
cold_pair,lgbm_chem_bio,fps_33,Chemistry: fingerprint bits,0.008248359477009758
cold_cell,lgbm_all_no_history,chem_tpsa_sum,Chemistry: descriptors & similarity,0.008203451273415662
random,lgbm_all_no_history,chem_tanimoto,Chemistry: descriptors & similarity,0.008170957035690778
cold_cell,lgbm_all_no_history,chem_tpsa_absdiff,Chemistry: descriptors & similarity,0.008146992308788731
cold_pair,lgbm_all_no_history,chem_frac_csp3_sum,Chemistry: descriptors & similarity,0.008101438682619644
cold_cell,lgbm_all_no_history,chem_frac_csp3_absdiff,Chemistry: descriptors & similarity,0.008093321057253484
cold_pair,lgbm_all_no_history,chem_frac_csp3_absdiff,Chemistry: descriptors & similarity,0.008089294245803028
cold_pair,lgbm_all_no_history,chem_tpsa_absdiff,Chemistry: descriptors & similarity,0.008087329628207676
cold_pair,lgbm_all_no_history,chem_tpsa_sum,Chemistry: descriptors & similarity,0.007985831803705124
cold_cell,lgbm_all,n_drug_min_log,Screen history: in-fold counts,0.007963849780069372
cold_pair,lgbm_all,chem_logp_sum,Chemistry: descriptors & similarity,0.007960061906628199
cold_cell,lgbm_all,chem_logp_sum,Chemistry: descriptors & similarity,0.007936530190451735
random,lgbm_all_no_history,chem_tpsa_absdiff,Chemistry: descriptors & similarity,0.00793602483925542
cold_drug,lgbm_all_no_history,chem_mol_wt_sum,Chemistry: descriptors & similarity,0.007923464637696038
cold_drug,lgbm_chem_bio,fps_33,Chemistry: fingerprint bits,0.007905272567528288
cold_drug,lgbm_all_no_history,chem_heavy_atoms_sum,Chemistry: descriptors & similarity,0.007878632707561723
cold_drug,lgbm_all,chem_frac_csp3_absdiff,Chemistry: descriptors & similarity,0.007872433293695587
cold_drug,lgbm_all_no_history,chem_qed_absdiff,Chemistry: descriptors & similarity,0.007867848581045785
cold_cell,lgbm_all,chem_tanimoto,Chemistry: descriptors & similarity,0.007856767620710739
cold_pair,lgbm_all_no_history,chem_tanimoto,Chemistry: descriptors & similarity,0.007842020436952346
cold_cell,lgbm_all_no_history,chem_tanimoto,Chemistry: descriptors & similarity,0.007831400457729459
cold_drug,lgbm_all,chem_logp_absdiff,Chemistry: descriptors & similarity,0.007782633407853557
cold_cell,lgbm_all_no_history,chem_qed_absdiff,Chemistry: descriptors & similarity,0.007778167301155252
cold_drug,lgbm_all,chem_frac_csp3_sum,Chemistry: descriptors & similarity,0.007725421106297241
cold_drug,lgbm_all,n_drugcell_max_log,Screen history: in-fold counts,0.007707735539557868
cold_cell,lgbm_all_no_history,chem_heavy_atoms_sum,Chemistry: descriptors & similarity,0.007706623613398971
random,lgbm_all_no_history,chem_qed_absdiff,Chemistry: descriptors & similarity,0.007683063919068842
cold_drug,lgbm_chem_bio,chem_hba_sum,Chemistry: descriptors & similarity,0.007667155663310439
cold_drug,lgbm_all_no_history,chem_tpsa_absdiff,Chemistry: descriptors & similarity,0.007665826759797938
cold_drug,lgbm_all,chem_tanimoto,Chemistry: descriptors & similarity,0.007661745113465518
random,lgbm_chem_bio,chem_heavy_atoms_absdiff,Chemistry: descriptors & similarity,0.007658013465927284
random,lgbm_all_no_history,chem_frac_csp3_absdiff,Chemistry: descriptors & similarity,0.0076553799029945415
cold_pair,lgbm_all_no_history,chem_mol_wt_sum,Chemistry: descriptors & similarity,0.007646219691676242
cold_pair,lgbm_all_no_history,chem_logp_absdiff,Chemistry: descriptors & similarity,0.007644141186177817
random,lgbm_all,chem_logp_sum,Chemistry: descriptors & similarity,0.0076330369876070345
random,lgbm_all_no_history,chem_heavy_atoms_sum,Chemistry: descriptors & similarity,0.007632203674031209
random,lgbm_all,chem_tanimoto,Chemistry: descriptors & similarity,0.007620660932453833
random,lgbm_all,chem_frac_csp3_absdiff,Chemistry: descriptors & similarity,0.007608747266833373
cold_pair,lgbm_all,chem_logp_absdiff,Chemistry: descriptors & similarity,0.007606829883915638
cold_drug,lgbm_full,chem_heavy_atoms_sum,Chemistry: descriptors & similarity,0.0076000956782456865
cold_pair,lgbm_all_no_history,fps_33,Chemistry: fingerprint bits,0.007596284885523768
cold_pair,lgbm_all,chem_tanimoto,Chemistry: descriptors & similarity,0.007588141438653522
random,lgbm_all_no_history,chem_frac_csp3_sum,Chemistry: descriptors & similarity,0.007557293644402503
cold_pair,lgbm_all,chem_qed_sum,Chemistry: descriptors & similarity,0.007553949862915912
random,lgbm_all,n_drugcell_max_log,Screen history: in-fold counts,0.0075529736838722905
cold_cell,lgbm_all,chem_frac_csp3_absdiff,Chemistry: descriptors & similarity,0.007552624433847942
cold_drug,lgbm_all_no_history,chem_logp_absdiff,Chemistry: descriptors & similarity,0.007551379324319869
cold_cell,lgbm_chem_bio,chem_heavy_atoms_absdiff,Chemistry: descriptors & similarity,0.007550997727041966
random,lgbm_all_no_history,chem_mol_wt_sum,Chemistry: descriptors & similarity,0.007521477478552744
cold_drug,lgbm_all,chem_qed_sum,Chemistry: descriptors & similarity,0.007509823937952212
random,lgbm_all,chem_logp_absdiff,Chemistry: descriptors & similarity,0.007502246983331885
cold_cell,lgbm_all_no_history,chem_mol_wt_sum,Chemistry: descriptors & similarity,0.007501188759588281
cold_pair,lgbm_all_no_history,chem_heavy_atoms_sum,Chemistry: descriptors & similarity,0.007500204760023107
cold_drug,lgbm_all,chem_qed_absdiff,Chemistry: descriptors & similarity,0.007475496869588459
random,lgbm_all_no_history,fps_33,Chemistry: fingerprint bits,0.007467866683021049
cold_pair,lgbm_all,chem_frac_csp3_sum,Chemistry: descriptors & similarity,0.007446572770279425
cold_drug,lgbm_study,chem_heavy_atoms_sum,Chemistry: descriptors & similarity,0.007417620723847986
cold_pair,lgbm_all_no_history,chem_qed_absdiff,Chemistry: descriptors & similarity,0.007384160978972951
cold_pair,lgbm_full,chem_heavy_atoms_sum,Chemistry: descriptors & similarity,0.007383262928200997
cold_cell,lgbm_all,chem_logp_absdiff,Chemistry: descriptors & similarity,0.007367398459278594
cold_cell,lgbm_all,chem_qed_sum,Chemistry: descriptors & similarity,0.007331255655946237
cold_cell,lgbm_chem_bio,fps_33,Chemistry: fingerprint bits,0.007323463054754643
cold_cell,lgbm_full,chem_heavy_atoms_sum,Chemistry: descriptors & similarity,0.007319727750085732
cold_pair,lgbm_all,chem_frac_csp3_absdiff,Chemistry: descriptors & similarity,0.007274587772757188
cold_drug,lgbm_chem_bio,chem_heavy_atoms_absdiff,Chemistry: descriptors & similarity,0.007233817607473277
random,lgbm_chem_bio,fps_136,Chemistry: fingerprint bits,0.0072127511362133955
random,lgbm_full,chem_heavy_atoms_sum,Chemistry: descriptors & similarity,0.007211123177282397
cold_cell,lgbm_all,chem_frac_csp3_sum,Chemistry: descriptors & similarity,0.007210464716455232
cold_drug,lgbm_all_no_history,tgt_mut_min,Targets in the cell line,0.007195238571968995
cold_drug,lgbm_all,chem_tpsa_absdiff,Chemistry: descriptors & similarity,0.007182695277943185
cold_pair,lgbm_chem_bio,chem_heavy_atoms_absdiff,Chemistry: descriptors & similarity,0.007177360787248598
cold_pair,lgbm_chem_bio,chem_rot_bonds_sum,Chemistry: descriptors & similarity,0.007173156293953992
cold_cell,lgbm_all,n_drugcell_max_log,Screen history: in-fold counts,0.007154757297843252
random,lgbm_all,chem_qed_sum,Chemistry: descriptors & similarity,0.007149008410635143
cold_pair,lgbm_chem_bio,fps_323,Chemistry: fingerprint bits,0.007125655993338892
random,lgbm_chem_bio,chem_hba_sum,Chemistry: descriptors & similarity,0.007123759182621882
cold_cell,lgbm_all,chem_tpsa_sum,Chemistry: descriptors & similarity,0.00711926632699815
random,lgbm_all_no_history,chem_logp_absdiff,Chemistry: descriptors & similarity,0.007101519096715597
cold_cell,lgbm_all_no_history,tgt_mut_min,Targets in the cell line,0.007048986495676746
random,lgbm_all,chem_frac_csp3_sum,Chemistry: descriptors & similarity,0.007045426822614329
cold_pair,lgbm_chem_bio,chem_hba_sum,Chemistry: descriptors & similarity,0.00702155629032834
random,lgbm_chem_bio,chem_rot_bonds_sum,Chemistry: descriptors & similarity,0.0069798660287643775
cold_drug,lgbm_chem_bio,chem_rot_bonds_sum,Chemistry: descriptors & similarity,0.006938307455806501
random,lgbm_study,chem_heavy_atoms_sum,Chemistry: descriptors & similarity,0.006938114827016419
random,lgbm_all,chem_tpsa_sum,Chemistry: descriptors & similarity,0.006843100224272436
cold_cell,lgbm_study,chem_heavy_atoms_sum,Chemistry: descriptors & similarity,0.006839078926340399
cold_cell,lgbm_chem_bio,chem_hba_sum,Chemistry: descriptors & similarity,0.006820562961677298
cold_pair,lgbm_study,chem_heavy_atoms_sum,Chemistry: descriptors & similarity,0.006812113786532789
cold_cell,lgbm_all_no_history,chem_logp_absdiff,Chemistry: descriptors & similarity,0.006800944387650665
cold_cell,lgbm_all,chem_qed_absdiff,Chemistry: descriptors & similarity,0.006770278174177064
cold_drug,lgbm_all_no_history,fps_33,Chemistry: fingerprint bits,0.006725417064604537
cold_pair,lgbm_all,chem_tpsa_sum,Chemistry: descriptors & similarity,0.006707413382110532
cold_drug,lgbm_all_no_history,chem_mol_wt_absdiff,Chemistry: descriptors & similarity,0.006672502300347983
cold_cell,lgbm_all_no_history,fps_33,Chemistry: fingerprint bits,0.006653652498650848
random,lgbm_all,chem_tpsa_absdiff,Chemistry: descriptors & similarity,0.006635781918210147
random,lgbm_all_no_history,chem_mol_wt_absdiff,Chemistry: descriptors & similarity,0.00661435042785892
cold_pair,lgbm_all,chem_tpsa_absdiff,Chemistry: descriptors & similarity,0.006505112083448366
cold_cell,lgbm_chem_bio,fps_99,Chemistry: fingerprint bits,0.006486996970697917
random,lgbm_chem_bio,fps_323,Chemistry: fingerprint bits,0.0064648256996529575
cold_cell,lgbm_chem_bio,chem_rot_bonds_sum,Chemistry: descriptors & similarity,0.006363432840031713
cold_drug,lgbm_chem_bio,fps_457,Chemistry: fingerprint bits,0.006332134505307912
cold_pair,lgbm_chem_bio,fps_136,Chemistry: fingerprint bits,0.006296583524766638
cold_pair,lgbm_all_no_history,chem_mol_wt_absdiff,Chemistry: descriptors & similarity,0.006211799775030146
cold_cell,lgbm_chem_bio,fps_323,Chemistry: fingerprint bits,0.006195514332328269
cold_cell,lgbm_all_no_history,chem_mol_wt_absdiff,Chemistry: descriptors & similarity,0.0060270783252427025
cold_drug,lgbm_chem_bio,chem_hba_absdiff,Chemistry: descriptors & similarity,0.005953479036422363
cold_drug,lgbm_all_no_history,mech_cosine,Mechanism: target embedding,0.005910168641527844
cold_pair,lgbm_all_no_history,tgt_n_min,Targets in the cell line,0.005888441689552641
cold_drug,lgbm_study,chem_heavy_atoms_absdiff,Chemistry: descriptors & similarity,0.0058483343107108635
random,lgbm_study,chem_heavy_atoms_absdiff,Chemistry: descriptors & similarity,0.00581056929248014
cold_cell,lgbm_all_no_history,tgt_n_min,Targets in the cell line,0.005801084944820117
cold_drug,lgbm_full,chem_heavy_atoms_absdiff,Chemistry: descriptors & similarity,0.0056772122171592915
cold_pair,lgbm_study,chem_heavy_atoms_absdiff,Chemistry: descriptors & similarity,0.00566523980034993
cold_pair,lgbm_full,chem_heavy_atoms_absdiff,Chemistry: descriptors & similarity,0.0055709656986825395
random,lgbm_all_no_history,mech_cosine,Mechanism: target embedding,0.005475230007161145
random,lgbm_full,n_cell_log,Screen history: in-fold counts,0.005416364167818496
cold_drug,lgbm_full,n_cell_log,Screen history: in-fold counts,0.005383118981694479
cold_cell,lgbm_study,chem_heavy_atoms_absdiff,Chemistry: descriptors & similarity,0.005326025051816514
random,lgbm_full,chem_heavy_atoms_absdiff,Chemistry: descriptors & similarity,0.005259339875486674
cold_drug,lgbm_full,chem_rot_bonds_sum,Chemistry: descriptors & similarity,0.00515945859450241
cold_drug,lgbm_study,chem_rot_bonds_sum,Chemistry: descriptors & similarity,0.005087847265485856
cold_pair,lgbm_study,chem_rot_bonds_sum,Chemistry: descriptors & similarity,0.005060325845895645
cold_cell,lgbm_full,chem_heavy_atoms_absdiff,Chemistry: descriptors & similarity,0.0050348591704870395
random,lgbm_full,chem_rot_bonds_sum,Chemistry: descriptors & similarity,0.005030648119027502
cold_cell,lgbm_full,chem_rot_bonds_sum,Chemistry: descriptors & similarity,0.004986023225530098
cold_cell,lgbm_study,chem_rot_bonds_sum,Chemistry: descriptors & similarity,0.004941562738495671
cold_pair,lgbm_full,n_cell_log,Screen history: in-fold counts,0.004837716321034031
random,lgbm_study,chem_rot_bonds_sum,Chemistry: descriptors & similarity,0.00480688872795416
cold_pair,lgbm_full,chem_rot_bonds_sum,Chemistry: descriptors & similarity,0.0045935462828792
cold_cell,lgbm_full,chem_hba_sum,Chemistry: descriptors & similarity,0.00449963613447102
