point_id,session,designation,point,proposition_id,proposition_reference,proposition_title,proposition_url,committee_url,link_evidence,comparison_status
HC01JuU30:1,2024/25,JuU30,1,HC03124,2024/25:124,"Skärpt syn på sexuella kränkningar, bedrägerier mot äldre och brott med kön som hatbrottsmotiv",https://data.riksdagen.se/dokument/HC03124,https://data.riksdagen.se/dokument/HC01JuU30,explicit_citation,document_level_only
HC01JuU31:1,2024/25,JuU31,1,HC03123,2024/25:123,Kontaktförbud - ett utökat skydd för utsatta personer,https://data.riksdagen.se/dokument/HC03123,https://data.riksdagen.se/dokument/HC01JuU31,explicit_citation,document_level_only
HC01JuU3:1,2024/25,JuU3,1,HB03144,2023/24:144,En ny förverkandelagstiftning,https://data.riksdagen.se/dokument/HB03144,https://data.riksdagen.se/dokument/HC01JuU3,explicit_citation,document_level_only
HC01JuU4:2,2024/25,JuU4,2,HB03157,2023/24:157,Riksrevisionens rapport om statens skydd av hotade personer,https://data.riksdagen.se/dokument/HB03157,https://data.riksdagen.se/dokument/HC01JuU4,explicit_citation,document_level_only
HC01JuU5:1,2024/25,JuU5,1,HC0312,2024/25:12,Ett starkt polissamarbete i Tornedalsregionen,https://data.riksdagen.se/dokument/HC0312,https://data.riksdagen.se/dokument/HC01JuU5,explicit_citation,document_level_only
HC01JuU5:2,2024/25,JuU5,2,HC0312,2024/25:12,Ett starkt polissamarbete i Tornedalsregionen,https://data.riksdagen.se/dokument/HC0312,https://data.riksdagen.se/dokument/HC01JuU5,explicit_citation,document_level_only
HC01JuU6:1,2024/25,JuU6,1,HC0320,2024/25:20,Anonyma vittnen,https://data.riksdagen.se/dokument/HC0320,https://data.riksdagen.se/dokument/HC01JuU6,explicit_citation,document_level_only
HC01JuU9:1,2024/25,JuU9,1,HC0365,2024/25:65,Ökat informationsflöde till brottsbekämpningen,https://data.riksdagen.se/dokument/HC0365,https://data.riksdagen.se/dokument/HC01JuU9,explicit_citation,document_level_only
HC01KU19:1,2024/25,KU19,1,HC0380,2024/25:80,Stärkt skydd för vissa förtroendevalda och en tydligare intern kontroll i kommuner och regioner,https://data.riksdagen.se/dokument/HC0380,https://data.riksdagen.se/dokument/HC01KU19,explicit_citation,document_level_only
HC01KrU11:1,2024/25,KrU11,1,HC03154,2024/25:154,Partipolitiska lotterier,https://data.riksdagen.se/dokument/HC03154,https://data.riksdagen.se/dokument/HC01KrU11,explicit_citation,document_level_only
HC01MJU10:1,2024/25,MJU10,1,HC0357,2024/25:57,Bättre förutsättningar inom djurens hälso- och sjukvård,https://data.riksdagen.se/dokument/HC0357,https://data.riksdagen.se/dokument/HC01MJU10,explicit_citation,document_level_only
HC01MJU11:3,2024/25,MJU11,3,HC0355,2024/25:55,Riksrevisionens rapport om förvaltningen av skyddad natur,https://data.riksdagen.se/dokument/HC0355,https://data.riksdagen.se/dokument/HC01MJU11,explicit_citation,document_level_only
HC01MJU13:1,2024/25,MJU13,1,HC0381,2024/25:81,Förbud mot bottentrålning i marina skyddade områden,https://data.riksdagen.se/dokument/HC0381,https://data.riksdagen.se/dokument/HC01MJU13,explicit_citation,document_level_only
HC01MJU15:3,2024/25,MJU15,3,HC0384,2024/25:84,Riksrevisionens rapport om Industriklivet,https://data.riksdagen.se/dokument/HC0384,https://data.riksdagen.se/dokument/HC01MJU15,explicit_citation,document_level_only
HC01MJU16:1,2024/25,MJU16,1,HC03102,2024/25:102,Lättnader i strandskyddet - ett första steg,https://data.riksdagen.se/dokument/HC03102,https://data.riksdagen.se/dokument/HC01MJU16,explicit_citation,document_level_only
HC01MJU17:1,2024/25,MJU17,1,HC03131,2024/25:131,Nya regler för datacenter och hållbara bränslen samt en ny reduktionsplikt,https://data.riksdagen.se/dokument/HC03131,https://data.riksdagen.se/dokument/HC01MJU17,explicit_citation,document_level_only
HC01MJU20:1,2024/25,MJU20,1,HC0391,2024/25:91,En utvidgad insamling och utlämning av djurhälsodata,https://data.riksdagen.se/dokument/HC0391,https://data.riksdagen.se/dokument/HC01MJU20,explicit_citation,document_level_only
HC01MJU21:1,2024/25,MJU21,1,HC03142,2024/25:142,Nämdöskärgårdens nationalpark,https://data.riksdagen.se/dokument/HC03142,https://data.riksdagen.se/dokument/HC01MJU21,explicit_citation,document_level_only
HC01MJU22:1,2024/25,MJU22,1,HC03153,2024/25:153,Ett förbättrat genomförande av MKB-direktivet,https://data.riksdagen.se/dokument/HC03153,https://data.riksdagen.se/dokument/HC01MJU22,explicit_citation,document_level_only
HC01MJU22:2,2024/25,MJU22,2,HC03153,2024/25:153,Ett förbättrat genomförande av MKB-direktivet,https://data.riksdagen.se/dokument/HC03153,https://data.riksdagen.se/dokument/HC01MJU22,explicit_citation,document_level_only
HC01MJU23:1,2024/25,MJU23,1,HC03136,2024/25:136,Förbättrade förutsättningar för ett hållbart vattenbruk,https://data.riksdagen.se/dokument/HC03136,https://data.riksdagen.se/dokument/HC01MJU23,explicit_citation,document_level_only
HC01MJU3:1,2024/25,MJU3,1,HB03142,2023/24:142,EU:s nya utsläppshandelssystem för fossila bränslen,https://data.riksdagen.se/dokument/HB03142,https://data.riksdagen.se/dokument/HC01MJU3,explicit_citation,document_level_only
HC01MJU4:1,2024/25,MJU4,1,HB03152,2023/24:152,Steg på vägen mot en mer effektiv miljöprövning,https://data.riksdagen.se/dokument/HB03152,https://data.riksdagen.se/dokument/HC01MJU4,explicit_citation,document_level_only
HC01MJU4:2,2024/25,MJU4,2,HB03152,2023/24:152,Steg på vägen mot en mer effektiv miljöprövning,https://data.riksdagen.se/dokument/HB03152,https://data.riksdagen.se/dokument/HC01MJU4,explicit_citation,document_level_only
HC01MJU4:3,2024/25,MJU4,3,HB03152,2023/24:152,Steg på vägen mot en mer effektiv miljöprövning,https://data.riksdagen.se/dokument/HB03152,https://data.riksdagen.se/dokument/HC01MJU4,explicit_citation,document_level_only
HC01MJU4:4,2024/25,MJU4,4,HB03152,2023/24:152,Steg på vägen mot en mer effektiv miljöprövning,https://data.riksdagen.se/dokument/HB03152,https://data.riksdagen.se/dokument/HC01MJU4,explicit_citation,document_level_only
HC01MJU5:1,2024/25,MJU5,1,HB03156,2023/24:156,"Ett levande hav - ökat skydd, minskad övergödning och ett hållbart fiske",https://data.riksdagen.se/dokument/HB03156,https://data.riksdagen.se/dokument/HC01MJU5,explicit_citation,document_level_only
HC01MJU6:1,2024/25,MJU6,1,HC0324,2024/25:24,Naturvårdshänsyn vid fiske i havet för att skydda Natura 2000-områden,https://data.riksdagen.se/dokument/HC0324,https://data.riksdagen.se/dokument/HC01MJU6,explicit_citation,document_level_only
HC01NU11:1,2024/25,NU11,1,HC0348,2024/25:48,En kapacitetsmekanism för elmarknaden,https://data.riksdagen.se/dokument/HC0348,https://data.riksdagen.se/dokument/HC01NU11,explicit_citation,document_level_only
HC01NU14:1,2024/25,NU14,1,HC0372,2024/25:72,"Forskning och innovation på energiområdet för försörjningstrygghet, konkurrenskraft och klimatomställning",https://data.riksdagen.se/dokument/HC0372,https://data.riksdagen.se/dokument/HC01NU14,explicit_citation,document_level_only
HC01NU1:3,2024/25,NU1,3,HC031,2024/25:1,Budgetpropositionen för 2025,https://data.riksdagen.se/dokument/HC031,https://data.riksdagen.se/dokument/HC01NU1,explicit_citation,document_level_only
HC01NU20:1,2024/25,NU20,1,HC03150,2024/25:150,Finansiering och riskdelning vid investeringar i ny kärnkraft,https://data.riksdagen.se/dokument/HC03150,https://data.riksdagen.se/dokument/HC01NU20,explicit_citation,document_level_only
HC01NU21:1,2024/25,NU21,1,HC03137,2024/25:137,Ersättning till radio- och tv-företag vid privatkopiering,https://data.riksdagen.se/dokument/HC03137,https://data.riksdagen.se/dokument/HC01NU21,explicit_citation,document_level_only
HC01NU4:1,2024/25,NU4,1,HB03140,2023/24:140,2024 års redogörelse för företag med statligt ägande,https://data.riksdagen.se/dokument/HB03140,https://data.riksdagen.se/dokument/HC01NU4,explicit_citation,document_level_only
HC01NU8:1,2024/25,NU8,1,HC0327,2024/25:27,Avskaffat krav på tillstånd för hotell- och pensionatsrörelser,https://data.riksdagen.se/dokument/HC0327,https://data.riksdagen.se/dokument/HC01NU8,explicit_citation,document_level_only
HC01NU9:1,2024/25,NU9,1,HC0332,2024/25:32,Tillgång till mät- och förbrukningsuppgifter på elmarknaden,https://data.riksdagen.se/dokument/HC0332,https://data.riksdagen.se/dokument/HC01NU9,explicit_citation,document_level_only
HC01SfU11:2,2024/25,SfU11,2,HC0349,2024/25:49,En ny ordning för asylsökandes boende,https://data.riksdagen.se/dokument/HC0349,https://data.riksdagen.se/dokument/HC01SfU11,explicit_citation,document_level_only
HC01SfU17:2,2024/25,SfU17,2,HC0392,2024/25:92,Preskription av avlägsnandebeslut och vissa frågor om återreseförbud,https://data.riksdagen.se/dokument/HC0392,https://data.riksdagen.se/dokument/HC01SfU17,explicit_citation,document_level_only
HC01SfU19:3,2024/25,SfU19,3,HC0378,2024/25:78,Riksrevisionens rapport om bostadsbidragets måluppfyllelse,https://data.riksdagen.se/dokument/HC0378,https://data.riksdagen.se/dokument/HC01SfU19,explicit_citation,document_level_only
HC01SfU1:2,2024/25,SfU1,2,HC031,2024/25:1,Budgetpropositionen för 2025,https://data.riksdagen.se/dokument/HC031,https://data.riksdagen.se/dokument/HC01SfU1,explicit_citation,document_level_only
HC01SfU20:1,2024/25,SfU20,1,HC0371,2024/25:71,Riksrevisionens rapport om Försäkringskassans användning av övervägande skäl vid 180 dagars sjukskrivning,https://data.riksdagen.se/dokument/HC0371,https://data.riksdagen.se/dokument/HC01SfU20,explicit_citation,document_level_only
HC01SfU22:2,2024/25,SfU22,2,HC03161,2024/25:161,Förbättrad ordning och säkerhet vid förvar,https://data.riksdagen.se/dokument/HC03161,https://data.riksdagen.se/dokument/HC01SfU22,explicit_citation,document_level_only
HC01SfU5:1,2024/25,SfU5,1,HB03151,2023/24:151,Förbättrade levnadsvillkor för utlänningar med tillfälligt skydd,https://data.riksdagen.se/dokument/HB03151,https://data.riksdagen.se/dokument/HC01SfU5,explicit_citation,document_level_only
HC01SfU9:1,2024/25,SfU9,1,HC0336,2024/25:36,Uppgifter som ska lämnas i samband med arbetsgivardeklarationen,https://data.riksdagen.se/dokument/HC0336,https://data.riksdagen.se/dokument/HC01SfU9,explicit_citation,document_level_only
HC01SkU11:1,2024/25,SkU11,1,HC0347,2024/25:47,Sänkt alkoholskatt för öl från oberoende småbryggerier,https://data.riksdagen.se/dokument/HC0347,https://data.riksdagen.se/dokument/HC01SkU11,explicit_citation,document_level_only
HC01SkU17:1,2024/25,SkU17,1,HC03109,2024/25:109,Förändrade skattesubventioner för solceller och mikroproduktion av el,https://data.riksdagen.se/dokument/HC03109,https://data.riksdagen.se/dokument/HC01SkU17,explicit_citation,document_level_only
HC01SkU3:1,2024/25,SkU3,1,HB03149,2023/24:149,Nya regler om mervärdesskatt för små företag och ändrade regler för vissa tjänster och konstverk,https://data.riksdagen.se/dokument/HB03149,https://data.riksdagen.se/dokument/HC01SkU3,explicit_citation,document_level_only
HC01SoU11:7,2024/25,SoU11,7,HC0340,2024/25:40,Riksrevisionens rapport om SiS särskilda ungdomshem,https://data.riksdagen.se/dokument/HC0340,https://data.riksdagen.se/dokument/HC01SoU11,explicit_citation,document_level_only
HC01SoU1:1,2024/25,SoU1,1,HC031,2024/25:1,Budgetpropositionen för 2025,https://data.riksdagen.se/dokument/HC031,https://data.riksdagen.se/dokument/HC01SoU1,explicit_citation,document_level_only
HC01SoU1:2,2024/25,SoU1,2,HC031,2024/25:1,Budgetpropositionen för 2025,https://data.riksdagen.se/dokument/HC031,https://data.riksdagen.se/dokument/HC01SoU1,explicit_citation,document_level_only
HC01SoU23:1,2024/25,SoU23,1,HC0389,2024/25:89,"En förebyggande socialtjänstlag - för ökade rättigheter, skyldigheter och möjligheter",https://data.riksdagen.se/dokument/HC0389,https://data.riksdagen.se/dokument/HC01SoU23,explicit_citation,document_level_only
HC01SoU24:1,2024/25,SoU24,1,HC0386,2024/25:86,Bättre förutsättningar för besöksnäringen i fråga om småskalig produktion av alkoholdrycker,https://data.riksdagen.se/dokument/HC0386,https://data.riksdagen.se/dokument/HC01SoU24,explicit_citation,document_level_only
HC01SoU27:1,2024/25,SoU27,1,HC03144,2024/25:144,Uppdaterat högkostnadsskydd för läkemedel,https://data.riksdagen.se/dokument/HC03144,https://data.riksdagen.se/dokument/HC01SoU27,explicit_citation,document_level_only
HC01SoU29:1,2024/25,SoU29,1,HC03157,2024/25:157,Ett fritidskort för barn och unga - en aktiv och meningsfull fritid i gemenskap med andra,https://data.riksdagen.se/dokument/HC03157,https://data.riksdagen.se/dokument/HC01SoU29,explicit_citation,document_level_only
HC01SoU2:2,2024/25,SoU2,2,HB03122,2023/24:122,Riksrevisionens rapport om läkemedelsförskrivningen - statens styrning och tillsyn,https://data.riksdagen.se/dokument/HB03122,https://data.riksdagen.se/dokument/HC01SoU2,explicit_citation,document_level_only
HC01SoU4:1,2024/25,SoU4,1,HB03158,2023/24:158,Ändrad åldersgräns för avgiftsfri tandvård,https://data.riksdagen.se/dokument/HB03158,https://data.riksdagen.se/dokument/HC01SoU4,explicit_citation,document_level_only
HC01SoU5:1,2024/25,SoU5,1,HC0341,2024/25:41,Avskildhet i anslutning till dygnsvilan - för ökad trygghet och säkerhet på särskilda ungdomshem,https://data.riksdagen.se/dokument/HC0341,https://data.riksdagen.se/dokument/HC01SoU5,explicit_citation,document_level_only
HC01SoU8:4,2024/25,SoU8,4,HB03153,2023/24:153,Riksrevisionens rapport om Allmänna arvsfonden,https://data.riksdagen.se/dokument/HB03153,https://data.riksdagen.se/dokument/HC01SoU8,explicit_citation,document_level_only
HC01SoU9:2,2024/25,SoU9,2,HC039,2024/25:9,Riksrevisionens rapport om statens insatser för att stärka efterlevnaden av barnkonventionen,https://data.riksdagen.se/dokument/HC039,https://data.riksdagen.se/dokument/HC01SoU9,explicit_citation,document_level_only
HC01TU13:1,2024/25,TU13,1,HC03118,2024/25:118,Säkerställande av lika villkor för hållbar lufttransport,https://data.riksdagen.se/dokument/HC03118,https://data.riksdagen.se/dokument/HC01TU13,explicit_citation,document_level_only
HC01TU15:9,2024/25,TU15,9,HC0387,2024/25:87,Riksrevisionens rapport om statens insatser för att minska sjöfartens utsläpp av skadliga ämnen i havet,https://data.riksdagen.se/dokument/HC0387,https://data.riksdagen.se/dokument/HC01TU15,explicit_citation,document_level_only
HC01TU2:1,2024/25,TU2,1,HB03148,2023/24:148,Två frågor om taxi - prisuppgiftsskyldigheten och ålderskravet för taxiförarlegitimation,https://data.riksdagen.se/dokument/HB03148,https://data.riksdagen.se/dokument/HC01TU2,explicit_citation,document_level_only
HC01TU5:1,2024/25,TU5,1,HC0328,2024/25:28,Vägen till en pålitlig transportinfrastruktur - för att hela Sverige ska fungera,https://data.riksdagen.se/dokument/HC0328,https://data.riksdagen.se/dokument/HC01TU5,explicit_citation,document_level_only
HC01TU7:1,2024/25,TU7,1,HC0335,2024/25:35,Riksrevisionens rapport om bildandet av Svevia och Infranord,https://data.riksdagen.se/dokument/HC0335,https://data.riksdagen.se/dokument/HC01TU7,explicit_citation,document_level_only
HC01TU8:1,2024/25,TU8,1,HC0376,2024/25:76,Kompletterande bestämmelser till EU:s förordning om användning av förnybara och koldioxidsnåla bränslen för sjötransport,https://data.riksdagen.se/dokument/HC0376,https://data.riksdagen.se/dokument/HC01TU8,explicit_citation,document_level_only
HC01UFöU2:1,2024/25,UFöU2,1,HC0322,2024/25:22,Svenskt bidrag till Natos avskräckning och försvar under 2025,https://data.riksdagen.se/dokument/HC0322,https://data.riksdagen.se/dokument/HC01UF%C3%B6U2,explicit_citation,document_level_only
HC01UU10:8,2024/25,UU10,8,HC03115,2024/25:115,Verksamheten i Europeiska unionen under 2024,https://data.riksdagen.se/dokument/HC03115,https://data.riksdagen.se/dokument/HC01UU10,explicit_citation,document_level_only
HC01UU11:5,2024/25,UU11,5,HC0361,2024/25:61,Internationellt bistånd genom multilaterala organisationer,https://data.riksdagen.se/dokument/HC0361,https://data.riksdagen.se/dokument/HC01UU11,explicit_citation,document_level_only
HC01UU14:7,2024/25,UU14,7,HC0390,2024/25:90,Nordiskt samarbete 2024,https://data.riksdagen.se/dokument/HC0390,https://data.riksdagen.se/dokument/HC01UU14,explicit_citation,document_level_only
HC01UU17:1,2024/25,UU17,1,HC03126,2024/25:126,Ny lag om internationella sanktioner,https://data.riksdagen.se/dokument/HC03126,https://data.riksdagen.se/dokument/HC01UU17,explicit_citation,document_level_only
HC01UU19:4,2024/25,UU19,4,HC03112,2024/25:112,Verksamheten inom Nato under helåret 2024,https://data.riksdagen.se/dokument/HC03112,https://data.riksdagen.se/dokument/HC01UU19,explicit_citation,document_level_only
HC01UU1:1,2024/25,UU1,1,HC031,2024/25:1,Budgetpropositionen för 2025,https://data.riksdagen.se/dokument/HC031,https://data.riksdagen.se/dokument/HC01UU1,explicit_citation,document_level_only
HC01UU2:1,2024/25,UU2,1,HC031,2024/25:1,Budgetpropositionen för 2025,https://data.riksdagen.se/dokument/HC031,https://data.riksdagen.se/dokument/HC01UU2,explicit_citation,document_level_only
HC01UU2:2,2024/25,UU2,2,HC031,2024/25:1,Budgetpropositionen för 2025,https://data.riksdagen.se/dokument/HC031,https://data.riksdagen.se/dokument/HC01UU2,explicit_citation,document_level_only
HC01UU4:1,2024/25,UU4,1,HB03138,2023/24:138,"Avancerat ramavtal mellan Europeiska unionen och dess medlemsstater, å ena sidan, och Republiken Chile, å andra sidan",https://data.riksdagen.se/dokument/HB03138,https://data.riksdagen.se/dokument/HC01UU4,explicit_citation,document_level_only
HC01UU6:6,2024/25,UU6,6,HB03163,2023/24:163,Nationell säkerhetsstrategi,https://data.riksdagen.se/dokument/HB03163,https://data.riksdagen.se/dokument/HC01UU6,explicit_citation,document_level_only
HC01UU9:4,2024/25,UU9,4,HC03114,2024/25:114,Strategisk exportkontroll 2024 - krigsmateriel och produkter med dubbla användningsområden,https://data.riksdagen.se/dokument/HC03114,https://data.riksdagen.se/dokument/HC01UU9,explicit_citation,document_level_only
HC01UbU15:1,2024/25,UbU15,1,HC0360,2024/25:60,"Forskning och innovation för framtid, nyfikenhet och nytta",https://data.riksdagen.se/dokument/HC0360,https://data.riksdagen.se/dokument/HC01UbU15,explicit_citation,document_level_only
HC01UbU17:1,2024/25,UbU17,1,HC03143,2024/25:143,En tioårig grundskola,https://data.riksdagen.se/dokument/HC03143,https://data.riksdagen.se/dokument/HC01UbU17,explicit_citation,document_level_only
HC01UbU17:1,2024/25,UbU17,1,HC03160,2024/25:160,Skolor mot brott,https://data.riksdagen.se/dokument/HC03160,https://data.riksdagen.se/dokument/HC01UbU17,explicit_citation,document_level_only
HC01UbU21:1,2024/25,UbU21,1,HC03160,2024/25:160,Skolor mot brott,https://data.riksdagen.se/dokument/HC03160,https://data.riksdagen.se/dokument/HC01UbU21,explicit_citation,document_level_only
HC01UbU21:2,2024/25,UbU21,2,HC03160,2024/25:160,Skolor mot brott,https://data.riksdagen.se/dokument/HC03160,https://data.riksdagen.se/dokument/HC01UbU21,explicit_citation,document_level_only
HC01UbU2:2,2024/25,UbU2,2,HC031,2024/25:1,Budgetpropositionen för 2025,https://data.riksdagen.se/dokument/HC031,https://data.riksdagen.se/dokument/HC01UbU2,explicit_citation,document_level_only
HC01UbU3:1,2024/25,UbU3,1,HB03164,2023/24:164,Stärkta skolbibliotek,https://data.riksdagen.se/dokument/HB03164,https://data.riksdagen.se/dokument/HC01UbU3,explicit_citation,document_level_only
HD01AU13:1,2025/26,AU13,1,HD03245,2025/26:245,"Frihet från våld, förtryck och utnyttjande - En nationell strategi mot mäns våld mot kvinnor, våld i nära relationer, utnyttjande i prostitution och människohandel samt hedersrelaterat våld och förtryck",https://data.riksdagen.se/dokument/HD03245,https://data.riksdagen.se/dokument/HD01AU13,explicit_citation,document_level_only
HD01AU14:1,2025/26,AU14,1,HD03215,2025/26:215,Tidsbegränsat boende för vissa nyanlända invandrare - en ny lag om bosättning,https://data.riksdagen.se/dokument/HD03215,https://data.riksdagen.se/dokument/HD01AU14,explicit_citation,document_level_only
HD01AU15:1,2025/26,AU15,1,HD03134,2025/26:134,ILO:s konvention om avskaffande av våld och trakasserier i arbetslivet och ILO:s konvention om en säker och hälsosam arbetsmiljö,https://data.riksdagen.se/dokument/HD03134,https://data.riksdagen.se/dokument/HD01AU15,explicit_citation,document_level_only
HD01AU15:3,2025/26,AU15,3,HD03134,2025/26:134,ILO:s konvention om avskaffande av våld och trakasserier i arbetslivet och ILO:s konvention om en säker och hälsosam arbetsmiljö,https://data.riksdagen.se/dokument/HD03134,https://data.riksdagen.se/dokument/HD01AU15,explicit_citation,document_level_only
HD01AU4:1,2025/26,AU4,1,HC03204,2024/25:204,Regler om avstängning av statligt anställda,https://data.riksdagen.se/dokument/HC03204,https://data.riksdagen.se/dokument/HD01AU4,explicit_citation,document_level_only
HD01AU5:1,2025/26,AU5,1,HD0323,2025/26:23,Riksrevisionens rapport om statens insatser mot ekonomiskt våld i nära relationer,https://data.riksdagen.se/dokument/HD0323,https://data.riksdagen.se/dokument/HD01AU5,explicit_citation,document_level_only
HD01AU6:1,2025/26,AU6,1,HD0372,2025/26:72,Riksrevisionens rapport om Arbetsförmedlingens stöd till personer med funktionsnedsättning,https://data.riksdagen.se/dokument/HD0372,https://data.riksdagen.se/dokument/HD01AU6,explicit_citation,document_level_only
HD01CU10:1,2025/26,CU10,1,HD0345,2025/26:45,Ett förbättrat resegarantisystem,https://data.riksdagen.se/dokument/HD0345,https://data.riksdagen.se/dokument/HD01CU10,explicit_citation,document_level_only
HD01CU1:2,2025/26,CU1,2,HD031,2025/26:1,Budgetpropositionen för 2026,https://data.riksdagen.se/dokument/HD031,https://data.riksdagen.se/dokument/HD01CU1,explicit_citation,document_level_only
HD01CU21:1,2025/26,CU21,1,HD0346,2025/26:46,Elektronisk inlämning av bouppteckningar,https://data.riksdagen.se/dokument/HD0346,https://data.riksdagen.se/dokument/HD01CU21,explicit_citation,document_level_only
HD01CU22:1,2025/26,CU22,1,HD0392,2025/26:92,Ett ställföreträdarskap att lita på,https://data.riksdagen.se/dokument/HD0392,https://data.riksdagen.se/dokument/HD01CU22,explicit_citation,document_level_only
HD01CU23:1,2025/26,CU23,1,HD03131,2025/26:131,Sysselsättning och boende på landsbygden,https://data.riksdagen.se/dokument/HD03131,https://data.riksdagen.se/dokument/HD01CU23,explicit_citation,document_level_only
HD01CU24:1,2025/26,CU24,1,HD03172,2025/26:172,Effektiv och säker byggprocess,https://data.riksdagen.se/dokument/HD03172,https://data.riksdagen.se/dokument/HD01CU24,explicit_citation,document_level_only
HD01CU24:2,2025/26,CU24,2,HD03172,2025/26:172,Effektiv och säker byggprocess,https://data.riksdagen.se/dokument/HD03172,https://data.riksdagen.se/dokument/HD01CU24,explicit_citation,document_level_only
HD01CU25:1,2025/26,CU25,1,HD03209,2025/26:209,En snabbare utbyggnad av kriminalvårdsanstalter och häkten,https://data.riksdagen.se/dokument/HD03209,https://data.riksdagen.se/dokument/HD01CU25,explicit_citation,document_level_only
HD01CU26:1,2025/26,CU26,1,HD03223,2025/26:223,En ny konsumentkreditlag,https://data.riksdagen.se/dokument/HD03223,https://data.riksdagen.se/dokument/HD01CU26,explicit_citation,document_level_only
HD01CU27:1,2025/26,CU27,1,HD03106,2025/26:106,Identitetskrav vid lagfart och åtgärder mot kringgåenden av bostadsrättslagen,https://data.riksdagen.se/dokument/HD03106,https://data.riksdagen.se/dokument/HD01CU27,explicit_citation,document_level_only
HD01CU29:1,2025/26,CU29,1,HD03148,2025/26:148,Ökade möjligheter till hemmaladdning av elfordon,https://data.riksdagen.se/dokument/HD03148,https://data.riksdagen.se/dokument/HD01CU29,explicit_citation,document_level_only
HD01CU2:2,2025/26,CU2,2,HC03169,2024/25:169,Ett nytt regelverk för bygglov,https://data.riksdagen.se/dokument/HC03169,https://data.riksdagen.se/dokument/HD01CU2,explicit_citation,document_level_only
HD01CU30:1,2025/26,CU30,1,HD03159,2025/26:159,Nytt mål för effektiv energianvändning och genomförande av det omarbetade direktivet om byggnaders energiprestanda,https://data.riksdagen.se/dokument/HD03159,https://data.riksdagen.se/dokument/HD01CU30,explicit_citation,document_level_only
HD01CU30:2,2025/26,CU30,2,HD03159,2025/26:159,Nytt mål för effektiv energianvändning och genomförande av det omarbetade direktivet om byggnaders energiprestanda,https://data.riksdagen.se/dokument/HD03159,https://data.riksdagen.se/dokument/HD01CU30,explicit_citation,document_level_only
HD01CU31:1,2025/26,CU31,1,HD03187,2025/26:187,En mer flexibel hyresmarknad,https://data.riksdagen.se/dokument/HD03187,https://data.riksdagen.se/dokument/HD01CU31,explicit_citation,document_level_only
HD01CU31:2,2025/26,CU31,2,HD03187,2025/26:187,En mer flexibel hyresmarknad,https://data.riksdagen.se/dokument/HD03187,https://data.riksdagen.se/dokument/HD01CU31,explicit_citation,document_level_only
HD01CU31:3,2025/26,CU31,3,HD03187,2025/26:187,En mer flexibel hyresmarknad,https://data.riksdagen.se/dokument/HD03187,https://data.riksdagen.se/dokument/HD01CU31,explicit_citation,document_level_only
HD01CU31:4,2025/26,CU31,4,HD03187,2025/26:187,En mer flexibel hyresmarknad,https://data.riksdagen.se/dokument/HD03187,https://data.riksdagen.se/dokument/HD01CU31,explicit_citation,document_level_only
HD01CU32:1,2025/26,CU32,1,HD03188,2025/26:188,Lag om hyrköp av bostad,https://data.riksdagen.se/dokument/HD03188,https://data.riksdagen.se/dokument/HD01CU32,explicit_citation,document_level_only
HD01CU34:1,2025/26,CU34,1,HD03224,2025/26:224,Ändamålsenliga utmätningsregler och utvidgad distansutmätning,https://data.riksdagen.se/dokument/HD03224,https://data.riksdagen.se/dokument/HD01CU34,explicit_citation,document_level_only
HD01CU36:1,2025/26,CU36,1,HD03157,2025/26:157,Lag om avgift för områdessamverkan,https://data.riksdagen.se/dokument/HD03157,https://data.riksdagen.se/dokument/HD01CU36,explicit_citation,document_level_only
HD01CU37:1,2025/26,CU37,1,HD03212,2025/26:212,Kommunala hyresgarantier för en socialt hållbar bostadsförsörjning,https://data.riksdagen.se/dokument/HD03212,https://data.riksdagen.se/dokument/HD01CU37,explicit_citation,document_level_only
HD01CU38:1,2025/26,CU38,1,HD03222,2025/26:222,Ersättningsregler med brottsoffret i fokus,https://data.riksdagen.se/dokument/HD03222,https://data.riksdagen.se/dokument/HD01CU38,explicit_citation,document_level_only
HD01CU39:1,2025/26,CU39,1,HD03180,2025/26:180,Förenklade regler vid ändring av en byggnad,https://data.riksdagen.se/dokument/HD03180,https://data.riksdagen.se/dokument/HD01CU39,explicit_citation,document_level_only
HD01CU39:2,2025/26,CU39,2,HD03180,2025/26:180,Förenklade regler vid ändring av en byggnad,https://data.riksdagen.se/dokument/HD03180,https://data.riksdagen.se/dokument/HD01CU39,explicit_citation,document_level_only
HD01CU3:5,2025/26,CU3,5,HC03173,2024/25:173,Riksrevisionens rapport om tillgången till kommunalt vatten och avlopp,https://data.riksdagen.se/dokument/HC03173,https://data.riksdagen.se/dokument/HD01CU3,explicit_citation,document_level_only
HD01CU40:1,2025/26,CU40,1,HD03257,2025/26:257,Krav på kommunala lantmäterimyndigheters ärendehanteringssystem,https://data.riksdagen.se/dokument/HD03257,https://data.riksdagen.se/dokument/HD01CU40,explicit_citation,document_level_only
HD01CU41:1,2025/26,CU41,1,HD03202,2025/26:202,Undantag från krav enligt art- och habitatdirektivet vid vattenkraftens omprövning,https://data.riksdagen.se/dokument/HD03202,https://data.riksdagen.se/dokument/HD01CU41,explicit_citation,document_level_only
